Thu Jan 05 10:45:00 +0000 2012,GOOGL,660.3100000,660.4300000,659.9000000,659.9600000,3518
Thu Jan 05 10:50:00 +0000 2012,GOOGL,659.8900000,660.0100000,659.6700000,659.7600000,2396
Thu Jan 05 10:55:00 +0000 2012,GOOGL,660.0000000,660.1700000,659.9000000,660.1300000,1500
Thu Jan 05 11:00:00 +0000 2012,GOOGL,660.0200000,660.4100000,659.1100000,660.4100000,4665
Thu Jan 05 11:05:00 +0000 2012,GOOGL,660.5100000,660.9900000,660.5100000,660.6800000,1800
Thu Jan 05 11:10:00 +0000 2012,GOOGL,660.5000000,660.5900000,659.8400000,659.8400000,2320
Thu Jan 05 11:15:00 +0000 2012,GOOGL,659.3200000,659.4000000,659.2200000,659.3100000,1500
Thu Jan 05 11:20:00 +0000 2012,GOOGL,659.4600000,659.9600000,659.4600000,659.8100000,1422
Thu Jan 05 11:25:00 +0000 2012,GOOGL,660.1000000,660.8900000,660.0200000,660.6200000,1345
Thu Jan 05 11:30:00 +0000 2012,GOOGL,660.6900000,661.2200000,660.6900000,660.7800000,1900
Thu Jan 05 11:35:00 +0000 2012,GOOGL,660.8800000,661.1100000,660.7000000,660.7300000,3310
Thu Jan 05 11:40:00 +0000 2012,GOOGL,660.7600000,660.9000000,660.6100000,660.6900000,2700
Thu Jan 05 11:45:00 +0000 2012,GOOGL,660.7100000,660.7400000,660.5100000,660.6200000,1924
Thu Jan 05 11:50:00 +0000 2012,GOOGL,660.6100000,660.9100000,660.5550000,660.8500000,1868
Thu Jan 05 11:55:00 +0000 2012,GOOGL,660.8400000,661.4500000,660.6800000,661.0500000,3192
Thu Jan 05 12:00:00 +0000 2012,GOOGL,660.9000000,660.9100000,660.7600000,660.7600000,800
Thu Jan 05 12:05:00 +0000 2012,GOOGL,660.7300000,661.1400000,660.5100000,660.5800000,2260
Thu Jan 05 12:10:00 +0000 2012,GOOGL,660.6500000,660.6900000,660.2100000,660.2100000,3969
Thu Jan 05 12:15:00 +0000 2012,GOOGL,659.7800000,659.7800000,659.2900000,659.4300000,4563
Thu Jan 05 12:20:00 +0000 2012,GOOGL,659.4500000,660.0000000,659.4500000,659.7100000,3594
Thu Jan 05 12:25:00 +0000 2012,GOOGL,659.8700000,659.8700000,659.1100000,659.7550000,2865
Thu Jan 05 12:30:00 +0000 2012,GOOGL,659.5200000,659.5200000,659.1100000,659.1400000,780
Thu Jan 05 12:35:00 +0000 2012,GOOGL,659.3100000,659.3100000,658.8100000,658.8100000,2300
Thu Jan 05 12:40:00 +0000 2012,GOOGL,658.5800000,658.6450000,657.0000000,657.0000000,9496
Thu Jan 05 12:45:00 +0000 2012,GOOGL,657.0500000,657.5450000,656.9200000,657.4500000,6550
Thu Jan 05 12:50:00 +0000 2012,GOOGL,656.9500000,656.9800000,656.2500000,656.9800000,2440
