close_time,start_time,end_time,sentiment,TICKER,OPEN,HIGH,LOW,CLOSE,VOL
Tue Jan 03 16:00:00 +0000 2012,Tue Jan 03 16:00:52 +0000 2012,Tue Jan 03 16:04:43 +0000 2012,0.13661018668831168,AAPL2,411.36,411.38,410.71,410.9,20913
Wed Jan 04 09:35:00 +0000 2012,Wed Jan 04 09:35:16 +0000 2012,Wed Jan 04 09:39:53 +0000 2012,0.10560606060606062,AAPL2,410.21,411.5,409.84,410.71,25128
Wed Jan 04 09:40:00 +0000 2012,Wed Jan 04 09:40:14 +0000 2012,Wed Jan 04 09:44:49 +0000 2012,0.03833333333333333,AAPL2,410.61,410.61,409.38,409.53,24719
Wed Jan 04 09:45:00 +0000 2012,Wed Jan 04 09:45:53 +0000 2012,Wed Jan 04 09:49:42 +0000 2012,-0.04212121212121212,AAPL2,409.53,410.34,409.45,410.25,13356
Wed Jan 04 09:50:00 +0000 2012,Wed Jan 04 09:50:57 +0000 2012,Wed Jan 04 09:54:40 +0000 2012,0.1614761904761905,AAPL2,410.21,410.88,410.0,410.88,15799
Wed Jan 04 09:55:00 +0000 2012,Wed Jan 04 09:55:57 +0000 2012,Wed Jan 04 09:59:42 +0000 2012,0.04935504599567099,AAPL2,410.88,411.0,410.56,410.57,16860
Wed Jan 04 10:00:00 +0000 2012,Wed Jan 04 10:00:11 +0000 2012,Wed Jan 04 10:04:58 +0000 2012,0.30143939393939395,AAPL2,410.65,410.92,410.61,410.85,16845
Wed Jan 04 10:05:00 +0000 2012,Wed Jan 04 10:05:37 +0000 2012,Wed Jan 04 10:08:18 +0000 2012,0.21335227272727272,AAPL2,410.73,411.0,410.45,410.46,25639
Wed Jan 04 10:10:00 +0000 2012,Wed Jan 04 10:10:46 +0000 2012,Wed Jan 04 10:14:39 +0000 2012,0.11479166666666665,AAPL2,410.46,410.63,410.33,410.4,10333
Wed Jan 04 10:15:00 +0000 2012,Wed Jan 04 10:15:29 +0000 2012,Wed Jan 04 10:19:51 +0000 2012,0.1673268398268398,AAPL2,410.41,410.41,409.75,409.86,12693
Wed Jan 04 10:20:00 +0000 2012,Wed Jan 04 10:20:41 +0000 2012,Wed Jan 04 10:23:38 +0000 2012,0.08628472222222222,AAPL2,409.85,410.3,409.7,410.05,13675
Wed Jan 04 10:25:00 +0000 2012,Wed Jan 04 10:25:53 +0000 2012,Wed Jan 04 10:29:49 +0000 2012,0.01981060606060607,AAPL2,410.07,410.38,410.07,410.35,8821
Wed Jan 04 10:30:00 +0000 2012,Wed Jan 04 10:30:59 +0000 2012,Wed Jan 04 10:34:20 +0000 2012,0.09,AAPL2,410.38,410.47,410.08,410.2,21264
Wed Jan 04 10:35:00 +0000 2012,Wed Jan 04 10:35:47 +0000 2012,Wed Jan 04 10:39:17 +0000 2012,0.08551948051948052,AAPL2,410.19,410.35,410.01,410.1,9434
Wed Jan 04 10:40:00 +0000 2012,Wed Jan 04 10:40:33 +0000 2012,Wed Jan 04 10:43:59 +0000 2012,0.08437499999999999,AAPL2,410.1,410.18,409.43,409.45,13969
Wed Jan 04 10:45:00 +0000 2012,Wed Jan 04 10:45:43 +0000 2012,Wed Jan 04 10:49:36 +0000 2012,-0.07083333333333333,AAPL2,409.49,409.95,409.4,409.89,6200
Wed Jan 04 10:50:00 +0000 2012,Wed Jan 04 10:50:15 +0000 2012,Wed Jan 04 10:54:44 +0000 2012,0.07095238095238095,AAPL2,409.89,410.24,409.82,410.24,8543
Wed Jan 04 10:55:00 +0000 2012,Wed Jan 04 10:55:51 +0000 2012,Wed Jan 04 10:59:48 +0000 2012,0.10494318181818182,AAPL2,410.19,410.8,410.19,410.74,13884
Wed Jan 04 11:00:00 +0000 2012,Wed Jan 04 11:00:30 +0000 2012,Wed Jan 04 11:04:53 +0000 2012,-0.046645021645021635,AAPL2,410.85,410.94,410.77,410.9,8979
Wed Jan 04 11:05:00 +0000 2012,Wed Jan 04 11:05:42 +0000 2012,Wed Jan 04 11:09:45 +0000 2012,0.06388888888888891,AAPL2,410.85,410.94,410.73,410.83,8274
Wed Jan 04 11:10:00 +0000 2012,Wed Jan 04 11:10:14 +0000 2012,Wed Jan 04 11:14:12 +0000 2012,0.16924242424242425,AAPL2,410.84,411.75,410.78,411.51,16061
Wed Jan 04 11:15:00 +0000 2012,Wed Jan 04 11:15:38 +0000 2012,Wed Jan 04 11:19:57 +0000 2012,0.11414285714285714,AAPL2,411.57,412.3,411.57,412.13,15944
Wed Jan 04 11:20:00 +0000 2012,Wed Jan 04 11:20:38 +0000 2012,Wed Jan 04 11:24:56 +0000 2012,0.05360660173160173,AAPL2,412.13,412.16,411.9,412.0,11881
Wed Jan 04 11:25:00 +0000 2012,Wed Jan 04 11:25:49 +0000 2012,Wed Jan 04 11:29:59 +0000 2012,0.20635068129208756,AAPL2,412.02,413.37,412.02,413.04,40161
Wed Jan 04 11:30:00 +0000 2012,Wed Jan 04 11:30:54 +0000 2012,Wed Jan 04 11:34:59 +0000 2012,0.14685732323232326,AAPL2,413.0,413.2,412.71,412.74,5327
Wed Jan 04 11:35:00 +0000 2012,Wed Jan 04 11:35:40 +0000 2012,Wed Jan 04 11:39:54 +0000 2012,0.05452380952380953,AAPL2,412.77,413.01,412.71,412.93,14340
Wed Jan 04 11:40:00 +0000 2012,Wed Jan 04 11:40:13 +0000 2012,Wed Jan 04 11:44:32 +0000 2012,0.17873737373737372,AAPL2,412.86,413.5,412.86,413.37,11899
Wed Jan 04 11:45:00 +0000 2012,Wed Jan 04 11:45:49 +0000 2012,Wed Jan 04 11:49:57 +0000 2012,0.1766968253968254,AAPL2,413.43,413.46,413.3,413.4,9941
Wed Jan 04 11:50:00 +0000 2012,Wed Jan 04 11:50:45 +0000 2012,Wed Jan 04 11:54:48 +0000 2012,0.17583838383838385,AAPL2,413.39,413.43,413.09,413.09,10140
Wed Jan 04 11:55:00 +0000 2012,Wed Jan 04 11:55:54 +0000 2012,Wed Jan 04 11:59:59 +0000 2012,-0.024047619047619036,AAPL2,413.12,413.12,412.92,413.0,8859
Wed Jan 04 12:00:00 +0000 2012,Wed Jan 04 12:00:57 +0000 2012,Wed Jan 04 12:04:24 +0000 2012,0.020610119047619044,AAPL2,412.97,413.1,412.86,413.1,5632
Wed Jan 04 12:05:00 +0000 2012,Wed Jan 04 12:05:57 +0000 2012,Wed Jan 04 12:09:47 +0000 2012,0.08426923076923078,AAPL2,413.05,413.17,412.99,413.13,11529
Wed Jan 04 12:10:00 +0000 2012,Wed Jan 04 12:10:43 +0000 2012,Wed Jan 04 12:14:51 +0000 2012,-0.01757575757575758,AAPL2,413.2,413.43,413.07,413.37,10462
Wed Jan 04 12:15:00 +0000 2012,Wed Jan 04 12:15:00 +0000 2012,Wed Jan 04 12:19:45 +0000 2012,0.1094453463203463,AAPL2,413.425,413.5,413.38,413.4,9055
Wed Jan 04 12:20:00 +0000 2012,Wed Jan 04 12:20:53 +0000 2012,Wed Jan 04 12:24:34 +0000 2012,0.14818939393939395,AAPL2,413.4,414.45,413.4,414.38,32952
Wed Jan 04 12:25:00 +0000 2012,Wed Jan 04 12:25:40 +0000 2012,Wed Jan 04 12:29:57 +0000 2012,0.17916666666666664,AAPL2,414.3,414.31,413.93,413.93,6943
Wed Jan 04 12:30:00 +0000 2012,Wed Jan 04 12:30:58 +0000 2012,Wed Jan 04 12:34:50 +0000 2012,0.10287878787878788,AAPL2,414.0,414.11,413.94,414.06,2695
Wed Jan 04 12:35:00 +0000 2012,Wed Jan 04 12:35:54 +0000 2012,Wed Jan 04 12:39:47 +0000 2012,0.205,AAPL2,414.1,414.36,414.1,414.27,4534
Wed Jan 04 12:40:00 +0000 2012,Wed Jan 04 12:40:30 +0000 2012,Wed Jan 04 12:44:51 +0000 2012,0.06025000000000001,AAPL2,414.26,414.28,413.95,413.96,10641
Wed Jan 04 12:45:00 +0000 2012,Wed Jan 04 12:45:59 +0000 2012,Wed Jan 04 12:49:59 +0000 2012,0.2031144781144781,AAPL2,413.92,414.03,413.915,413.99,3137
Wed Jan 04 12:50:00 +0000 2012,Wed Jan 04 12:50:45 +0000 2012,Wed Jan 04 12:54:53 +0000 2012,0.06468434343434344,AAPL2,414.0,414.07,413.87,414.05,6334
